14	8	15
1	1	8
16	6	10
15	6	0
12	6	5
18	7	0
14	7	0
7	5	20
12	6	7
0	0	5
20	7	2
11	1	10
8	6	10
18	6	14
3	3	12
15	6	0
8	5	15
2	2	10
3	3	6
0	0	5
10	2	15
14	2	7
19	7	3
3	2	20
3	3	15
24	7	0
0	1	25
3	4	15
9	3	10
12	3	7
 
